INFO src.agents.llm_agent: qid=mkt_669548 model=gpt-5.4-mini tokens=2363 cost=$0.002672 cumulative=$0.0027
INFO src.runner.experiment: S1 qid=mkt_669548 agent_id=0 p_yes=0.090 label=NO
INFO src.agents.llm_agent: qid=mkt_638519 model=gpt-5.4-mini tokens=2757 cost=$0.003279 cumulative=$0.0033
INFO src.runner.experiment: S1 qid=mkt_638519 agent_id=0 p_yes=0.080 label=NO
INFO src.agents.llm_agent: qid=mkt_678726 model=gpt-5.4-mini tokens=2718 cost=$0.003389 cumulative=$0.0034
INFO src.runner.experiment: S1 qid=mkt_678726 agent_id=0 p_yes=0.380 label=NO
INFO src.agents.llm_agent: qid=mkt_644848 model=gpt-5.4-mini tokens=2452 cost=$0.002762 cumulative=$0.0028
INFO src.runner.experiment: S1 qid=mkt_644848 agent_id=0 p_yes=0.570 label=YES
INFO src.agents.llm_agent: qid=mkt_637489 model=gpt-5.4-mini tokens=2868 cost=$0.003381 cumulative=$0.0034
INFO src.runner.experiment: S1 qid=mkt_637489 agent_id=0 p_yes=0.120 label=NO
INFO src.agents.llm_agent: qid=mkt_700374 model=gpt-5.4-mini tokens=2747 cost=$0.003223 cumulative=$0.0032
INFO src.runner.experiment: S1 qid=mkt_700374 agent_id=0 p_yes=0.030 label=NO
INFO src.agents.llm_agent: qid=mkt_681515 model=gpt-5.4-mini tokens=3178 cost=$0.003996 cumulative=$0.0040
INFO src.runner.experiment: S1 qid=mkt_681515 agent_id=0 p_yes=0.410 label=NO
INFO src.agents.llm_agent: qid=mkt_644848 model=gpt-5.4-mini tokens=2523 cost=$0.002800 cumulative=$0.0028
INFO src.runner.experiment: S1 qid=mkt_644848 agent_id=1 p_yes=0.570 label=YES
INFO src.agents.llm_agent: qid=mkt_669548 model=gpt-5.4-mini tokens=2649 cost=$0.003254 cumulative=$0.0033
INFO src.runner.experiment: S1 qid=mkt_669548 agent_id=1 p_yes=0.170 label=NO
INFO src.agents.llm_agent: qid=mkt_638519 model=gpt-5.4-mini tokens=2662 cost=$0.002893 cumulative=$0.0029
INFO src.runner.experiment: S1 qid=mkt_638519 agent_id=1 p_yes=0.040 label=NO
INFO src.agents.llm_agent: qid=mkt_695137 model=gpt-5.4-mini tokens=2422 cost=$0.003005 cumulative=$0.0030
INFO src.runner.experiment: S1 qid=mkt_695137 agent_id=0 p_yes=0.180 label=NO
INFO src.agents.llm_agent: qid=mkt_637489 model=gpt-5.4-mini tokens=2849 cost=$0.003299 cumulative=$0.0033
INFO src.runner.experiment: S1 qid=mkt_637489 agent_id=1 p_yes=0.140 label=NO
INFO src.agents.llm_agent: qid=mkt_678726 model=gpt-5.4-mini tokens=2920 cost=$0.003709 cumulative=$0.0037
INFO src.runner.experiment: S1 qid=mkt_678726 agent_id=1 p_yes=0.410 label=NO
INFO src.agents.llm_agent: qid=mkt_700374 model=gpt-5.4-mini tokens=2746 cost=$0.003443 cumulative=$0.0034
INFO src.runner.experiment: S1 qid=mkt_700374 agent_id=1 p_yes=0.030 label=NO
INFO src.agents.llm_agent: qid=mkt_644848 model=gpt-5.4-mini tokens=2502 cost=$0.002683 cumulative=$0.0027
INFO src.runner.experiment: S1 qid=mkt_644848 agent_id=2 p_yes=0.580 label=YES
INFO src.agents.llm_agent: qid=mkt_669548 model=gpt-5.4-mini tokens=2624 cost=$0.003183 cumulative=$0.0032
INFO src.runner.experiment: S1 qid=mkt_669548 agent_id=2 p_yes=0.080 label=NO
INFO src.agents.llm_agent: qid=mkt_681515 model=gpt-5.4-mini tokens=3181 cost=$0.003698 cumulative=$0.0037
INFO src.runner.experiment: S1 qid=mkt_681515 agent_id=1 p_yes=0.620 label=YES
INFO src.agents.llm_agent: qid=mkt_638519 model=gpt-5.4-mini tokens=2948 cost=$0.003561 cumulative=$0.0036
INFO src.runner.experiment: S1 qid=mkt_638519 agent_id=2 p_yes=0.120 label=NO
INFO src.agents.llm_agent: qid=mkt_637489 model=gpt-5.4-mini tokens=3117 cost=$0.003624 cumulative=$0.0036
INFO src.runner.experiment: S1 qid=mkt_637489 agent_id=2 p_yes=0.120 label=NO
INFO src.agents.llm_agent: qid=mkt_695137 model=gpt-5.4-mini tokens=2484 cost=$0.003063 cumulative=$0.0031
INFO src.runner.experiment: S1 qid=mkt_695137 agent_id=1 p_yes=0.280 label=NO
INFO src.agents.llm_agent: qid=mkt_678726 model=gpt-5.4-mini tokens=3142 cost=$0.004108 cumulative=$0.0041
INFO src.runner.experiment: S1 qid=mkt_678726 agent_id=2 p_yes=0.380 label=NO
